2017SegmentationCaseKey,RespondentID,SegmentCode,CustomerType,SpendingRange,Visit,Spending,BrandType,PPA,dwh_create_date
927,110396,Seg.02,Mass Asp,25000 - 59000,28,700000,Independent,25000,2025-09-20 14:28:49.383000000
928,110397,Seg.02,Mass Asp,25000 - 59000,2,60000,Independent,30000,2025-09-20 14:28:49.383000000
929,110398,Seg.02,Mass Asp,25000 - 59000,30,900000,Independent,30000,2025-09-20 14:28:49.383000000
930,110400,Seg.02,Mass Asp,25000 - 59000,8,240000,Independent,30000,2025-09-20 14:28:49.383000000
931,110401,Seg.03,Premium,60000 - 99000,3,180000,Chain,60000,2025-09-20 14:28:49.383000000
932,110401,Seg.02,Mass Asp,25000 - 59000,2,80000,Independent,40000,2025-09-20 14:28:49.383000000
933,110402,Seg.02,Mass Asp,25000 - 59000,3,75000,Street,25000,2025-09-20 14:28:49.383000000
934,110404,Seg.03,Premium,60000 - 99000,7,490000,Chain,70000,2025-09-20 14:28:49.383000000
935,110406,Seg.02,Mass Asp,25000 - 59000,20,800000,Chain,40000,2025-09-20 14:28:49.383000000
936,110407,Seg.02,Mass Asp,25000 - 59000,1,25000,Independent,25000,2025-09-20 14:28:49.383000000
937,110407,Seg.01,Mass,0 - 25000,1,20000,Street,20000,2025-09-20 14:28:49.383000000
938,110408,Seg.02,Mass Asp,25000 - 59000,2,70000,Independent,35000,2025-09-20 14:28:49.383000000
939,110409,Seg.02,Mass Asp,25000 - 59000,10,250000,Independent,25000,2025-09-20 14:28:49.383000000
940,110410,Seg.01,Mass,0 - 25000,2,40000,Independent,20000,2025-09-20 14:28:49.383000000
941,110411,Seg.02,Mass Asp,25000 - 59000,3,75000,Independent,25000,2025-09-20 14:28:49.383000000
942,110412,Seg.03,Premium,60000 - 99000,10,600000,Independent,60000,2025-09-20 14:28:49.383000000
943,110413,Seg.03,Premium,60000 - 99000,5,300000,Independent,60000,2025-09-20 14:28:49.383000000
944,110414,Seg.02,Mass Asp,25000 - 59000,4,160000,Independent,40000,2025-09-20 14:28:49.383000000
945,110415,Seg.02,Mass Asp,25000 - 59000,8,240000,Independent,30000,2025-09-20 14:28:49.383000000
946,110416,Seg.01,Mass,0 - 25000,2,40000,Independent,20000,2025-09-20 14:28:49.383000000
947,110417,Seg.02,Mass Asp,25000 - 59000,30,1500000,Independent,50000,2025-09-20 14:28:49.383000000
948,110418,Seg.02,Mass Asp,25000 - 59000,20,600000,Independent,30000,2025-09-20 14:28:49.383000000
949,110418,Seg.03,Premium,60000 - 99000,4,240000,Chain,60000,2025-09-20 14:28:49.383000000
950,110418,Seg.01,Mass,0 - 25000,6,90000,Street,15000,2025-09-20 14:28:49.383000000
951,110420,Seg.02,Mass Asp,25000 - 59000,2,50000,Independent,25000,2025-09-20 14:28:49.383000000
952,110421,Seg.02,Mass Asp,25000 - 59000,20,600000,Independent,30000,2025-09-20 14:28:49.383000000
953,110421,Seg.01,Mass,0 - 25000,10,150000,Street,15000,2025-09-20 14:28:49.383000000
954,110430,Seg.02,Mass Asp,25000 - 59000,6,300000,Chain,50000,2025-09-20 14:28:49.383000000
955,110430,Seg.01,Mass,0 - 25000,4,60000,Street,15000,2025-09-20 14:28:49.383000000
956,110509,Seg.01,Mass,0 - 25000,27,405000,Street,15000,2025-09-20 14:28:49.383000000
957,110509,Seg.02,Mass Asp,25000 - 59000,3,90000,Independent,30000,2025-09-20 14:28:49.383000000
958,110510,Seg.02,Mass Asp,25000 - 59000,2,100000,Chain,50000,2025-09-20 14:28:49.383000000
959,110587,Seg.02,Mass Asp,25000 - 59000,6,300000,Chain,50000,2025-09-20 14:28:49.383000000
960,110587,Seg.01,Mass,0 - 25000,4,48000,Street,12000,2025-09-20 14:28:49.383000000
961,110588,Seg.01,Mass,0 - 25000,20,240000,Independent,12000,2025-09-20 14:28:49.383000000
962,110588,Seg.01,Mass,0 - 25000,10,100000,Street,10000,2025-09-20 14:28:49.383000000
963,110589,Seg.01,Mass,0 - 25000,30,300000,Street,10000,2025-09-20 14:28:49.383000000
964,110590,Seg.02,Mass Asp,25000 - 59000,4,120000,Chain,30000,2025-09-20 14:28:49.383000000
965,110591,Seg.02,Mass Asp,25000 - 59000,4,160000,Chain,40000,2025-09-20 14:28:49.383000000
966,110592,Seg.01,Mass,0 - 25000,2,30000,Street,15000,2025-09-20 14:28:49.383000000
967,110592,Seg.03,Premium,60000 - 99000,2,130000,Chain,65000,2025-09-20 14:28:49.383000000
968,110593,Seg.01,Mass,0 - 25000,30,450000,Street,15000,2025-09-20 14:28:49.383000000
969,110594,Seg.01,Mass,0 - 25000,3,36000,Street,12000,2025-09-20 14:28:49.383000000
970,110596,Seg.01,Mass,0 - 25000,1,10000,Street,10000,2025-09-20 14:28:49.383000000
971,110596,Seg.02,Mass Asp,25000 - 59000,3,120000,Chain,40000,2025-09-20 14:28:49.383000000
972,110656,Seg.02,Mass Asp,25000 - 59000,4,100000,Independent,25000,2025-09-20 14:28:49.383000000
973,110762,Seg.02,Mass Asp,25000 - 59000,8,200000,Independent,25000,2025-09-20 14:28:49.383000000
974,110803,Seg.01,Mass,0 - 25000,4,80000,Street,20000,2025-09-20 14:28:49.383000000
975,110804,Seg.01,Mass,0 - 25000,1,10000,Street,10000,2025-09-20 14:28:49.383000000
976,110804,Seg.01,Mass,0 - 25000,8,120000,Independent,15000,2025-09-20 14:28:49.383000000
977,110804,Seg.01,Mass,0 - 25000,1,14000,Chain,14000,2025-09-20 14:28:49.383000000
978,110805,Seg.01,Mass,0 - 25000,30,360000,Street,12000,2025-09-20 14:28:49.383000000
979,110816,Seg.01,Mass,0 - 25000,8,160000,Independent,20000,2025-09-20 14:28:49.383000000
980,110899,Seg.01,Mass,0 - 25000,8,120000,Independent,15000,2025-09-20 14:28:49.383000000
981,111011,Seg.01,Mass,0 - 25000,4,60000,Street,15000,2025-09-20 14:28:49.383000000
982,111011,Seg.02,Mass Asp,25000 - 59000,6,330000,Chain,55000,2025-09-20 14:28:49.383000000
983,111012,Seg.02,Mass Asp,25000 - 59000,1,50000,Chain,50000,2025-09-20 14:28:49.383000000
984,111012,Seg.01,Mass,0 - 25000,2,24000,Street,12000,2025-09-20 14:28:49.383000000
985,111013,Seg.01,Mass,0 - 25000,5,60000,Street,12000,2025-09-20 14:28:49.383000000
986,111014,Seg.01,Mass,0 - 25000,3,45000,Street,15000,2025-09-20 14:28:49.383000000
987,111015,Seg.01,Mass,0 - 25000,16,192000,Street,12000,2025-09-20 14:28:49.383000000
988,111015,Seg.02,Mass Asp,25000 - 59000,4,200000,Chain,50000,2025-09-20 14:28:49.383000000
989,111016,Seg.02,Mass Asp,25000 - 59000,4,180000,Chain,45000,2025-09-20 14:28:49.383000000
990,111016,Seg.01,Mass,0 - 25000,6,90000,Street,15000,2025-09-20 14:28:49.383000000
991,111017,Seg.01,Mass,0 - 25000,1,15000,Street,15000,2025-09-20 14:28:49.383000000
992,111017,Seg.02,Mass Asp,25000 - 59000,3,150000,Chain,50000,2025-09-20 14:28:49.383000000
993,111059,Seg.01,Mass,0 - 25000,30,600000,Street,20000,2025-09-20 14:28:49.383000000
994,111088,Seg.01,Mass,0 - 25000,4,80000,Independent,20000,2025-09-20 14:28:49.383000000
995,111100,Seg.02,Mass Asp,25000 - 59000,4,120000,Independent,30000,2025-09-20 14:28:49.383000000
996,111106,Seg.01,Mass,0 - 25000,4,80000,Independent,20000,2025-09-20 14:28:49.383000000
997,111125,Seg.02,Mass Asp,25000 - 59000,1,30000,Street,30000,2025-09-20 14:28:49.383000000
998,111125,Seg.02,Mass Asp,25000 - 59000,2,60000,Independent,30000,2025-09-20 14:28:49.383000000
999,111144,Seg.02,Mass Asp,25000 - 59000,4,120000,Independent,30000,2025-09-20 14:28:49.383000000
1000,111301,Seg.01,Mass,0 - 25000,30,600000,Street,20000,2025-09-20 14:28:49.383000000
1001,111331,Seg.01,Mass,0 - 25000,1,20000,Street,20000,2025-09-20 14:28:49.383000000
1002,111331,Seg.02,Mass Asp,25000 - 59000,2,80000,Independent,40000,2025-09-20 14:28:49.383000000
1003,111332,Seg.01,Mass,0 - 25000,2,40000,Street,20000,2025-09-20 14:28:49.383000000
1004,111404,Seg.02,Mass Asp,25000 - 59000,4,100000,Independent,25000,2025-09-20 14:28:49.383000000
1005,111405,Seg.02,Mass Asp,25000 - 59000,8,320000,Chain,40000,2025-09-20 14:28:49.383000000
1006,111428,Seg.02,Mass Asp,25000 - 59000,2,70000,Chain,35000,2025-09-20 14:28:49.383000000
1007,111429,Seg.01,Mass,0 - 25000,2,40000,Independent,20000,2025-09-20 14:28:49.383000000
1008,111430,Seg.02,Mass Asp,25000 - 59000,4,140000,Chain,35000,2025-09-20 14:28:49.383000000
1009,111431,Seg.01,Mass,0 - 25000,30,600000,Independent,20000,2025-09-20 14:28:49.383000000
1010,111432,Seg.02,Mass Asp,25000 - 59000,2,50000,Independent,25000,2025-09-20 14:28:49.383000000
1011,111433,Seg.01,Mass,0 - 25000,9,180000,Independent,20000,2025-09-20 14:28:49.383000000
1012,111434,Seg.02,Mass Asp,25000 - 59000,16,400000,Street,25000,2025-09-20 14:28:49.383000000
1013,111435,Seg.02,Mass Asp,25000 - 59000,8,320000,Chain,40000,2025-09-20 14:28:49.383000000
1014,111439,Seg.02,Mass Asp,25000 - 59000,1,25000,Chain,25000,2025-09-20 14:28:49.383000000
1015,111439,Seg.01,Mass,0 - 25000,5,100000,Independent,20000,2025-09-20 14:28:49.383000000
1016,111440,Seg.01,Mass,0 - 25000,3,60000,Independent,20000,2025-09-20 14:28:49.383000000
1017,111441,Seg.02,Mass Asp,25000 - 59000,4,200000,Independent,50000,2025-09-20 14:28:49.383000000
1018,111443,Seg.01,Mass,0 - 25000,4,40000,Street,10000,2025-09-20 14:28:49.383000000
1019,111443,Seg.01,Mass,0 - 25000,12,180000,Independent,15000,2025-09-20 14:28:49.383000000
1020,111446,Seg.01,Mass,0 - 25000,1,20000,Independent,20000,2025-09-20 14:28:49.383000000
1021,111447,Seg.01,Mass,0 - 25000,3,60000,Independent,20000,2025-09-20 14:28:49.383000000
1022,111448,Seg.01,Mass,0 - 25000,10,150000,Independent,15000,2025-09-20 14:28:49.383000000
1023,111450,Seg.01,Mass,0 - 25000,4,80000,Independent,20000,2025-09-20 14:28:49.383000000
1024,111451,Seg.02,Mass Asp,25000 - 59000,6,180000,Independent,30000,2025-09-20 14:28:49.383000000
1025,111451,Seg.02,Mass Asp,25000 - 59000,2,100000,Chain,50000,2025-09-20 14:28:49.383000000
1026,111452,Seg.02,Mass Asp,25000 - 59000,4,100000,Independent,25000,2025-09-20 14:28:49.383000000
1027,111457,Seg.01,Mass,0 - 25000,2,30000,Independent,15000,2025-09-20 14:28:49.383000000
1028,111458,Seg.02,Mass Asp,25000 - 59000,25,625000,Chain,25000,2025-09-20 14:28:49.383000000
1029,111459,Seg.01,Mass,0 - 25000,2,40000,Independent,20000,2025-09-20 14:28:49.383000000
1030,111461,Seg.02,Mass Asp,25000 - 59000,8,200000,Chain,25000,2025-09-20 14:28:49.383000000
1031,111462,Seg.01,Mass,0 - 25000,2,30000,Street,15000,2025-09-20 14:28:49.383000000
1032,111463,Seg.02,Mass Asp,25000 - 59000,2,78000,Chain,39000,2025-09-20 14:28:49.383000000
1033,111485,Seg.04,Super Premium,100000+,5,500000,Chain,100000,2025-09-20 14:28:49.383000000
1034,111485,Seg.01,Mass,0 - 25000,25,250000,Street,10000,2025-09-20 14:28:49.383000000
1035,111487,Seg.02,Mass Asp,25000 - 59000,4,160000,Chain,40000,2025-09-20 14:28:49.383000000
1036,111488,Seg.01,Mass,0 - 25000,20,300000,Street,15000,2025-09-20 14:28:49.383000000
1037,111488,Seg.01,Mass,0 - 25000,10,200000,Chain,20000,2025-09-20 14:28:49.383000000
1038,111489,Seg.01,Mass,0 - 25000,8,96000,Independent,12000,2025-09-20 14:28:49.383000000
1039,111490,Seg.01,Mass,0 - 25000,5,60000,Street,12000,2025-09-20 14:28:49.383000000
1040,111495,Seg.01,Mass,0 - 25000,8,96000,Street,12000,2025-09-20 14:28:49.383000000
1041,111496,Seg.01,Mass,0 - 25000,14,168000,Street,12000,2025-09-20 14:28:49.383000000
1042,111496,Seg.02,Mass Asp,25000 - 59000,10,500000,Chain,50000,2025-09-20 14:28:49.383000000
1043,111498,Seg.01,Mass,0 - 25000,4,40000,Street,10000,2025-09-20 14:28:49.383000000
1044,111500,Seg.01,Mass,0 - 25000,10,100000,Street,10000,2025-09-20 14:28:49.383000000
1045,111605,Seg.01,Mass,0 - 25000,5,75000,Street,15000,2025-09-20 14:28:49.383000000
1046,111605,Seg.01,Mass,0 - 25000,1,20000,Independent,20000,2025-09-20 14:28:49.383000000
1047,111605,Seg.02,Mass Asp,25000 - 59000,4,196000,Chain,49000,2025-09-20 14:28:49.383000000
1048,111682,Seg.02,Mass Asp,25000 - 59000,2,100000,Chain,50000,2025-09-20 14:28:49.383000000
1049,111682,Seg.01,Mass,0 - 25000,6,90000,Street,15000,2025-09-20 14:28:49.383000000
1050,111683,Seg.01,Mass,0 - 25000,7,70000,Independent,10000,2025-09-20 14:28:49.383000000
1051,111683,Seg.01,Mass,0 - 25000,3,24000,Street,8000,2025-09-20 14:28:49.383000000
1052,111760,Seg.01,Mass,0 - 25000,8,120000,Independent,15000,2025-09-20 14:28:49.383000000
1053,111760,Seg.01,Mass,0 - 25000,2,24000,Street,12000,2025-09-20 14:28:49.383000000
1054,111761,Seg.02,Mass Asp,25000 - 59000,4,160000,Chain,40000,2025-09-20 14:28:49.383000000
1055,111871,Seg.01,Mass,0 - 25000,28,280000,Street,10000,2025-09-20 14:28:49.383000000
1056,111872,Seg.01,Mass,0 - 25000,30,300000,Street,10000,2025-09-20 14:28:49.383000000
1057,111873,Seg.02,Mass Asp,25000 - 59000,5,250000,Chain,50000,2025-09-20 14:28:49.383000000
1058,111874,Seg.01,Mass,0 - 25000,5,60000,Street,12000,2025-09-20 14:28:49.383000000
1059,111875,Seg.01,Mass,0 - 25000,24,288000,Street,12000,2025-09-20 14:28:49.383000000
1060,111876,Seg.01,Mass,0 - 25000,2,24000,Street,12000,2025-09-20 14:28:49.383000000
1061,111879,Seg.01,Mass,0 - 25000,30,450000,Street,15000,2025-09-20 14:28:49.383000000
1062,111880,Seg.01,Mass,0 - 25000,4,60000,Street,15000,2025-09-20 14:28:49.383000000
1063,111881,Seg.03,Premium,60000 - 99000,4,240000,Independent,60000,2025-09-20 14:28:49.383000000
1064,111932,Seg.01,Mass,0 - 25000,30,450000,Street,15000,2025-09-20 14:28:49.383000000
1065,111933,Seg.01,Mass,0 - 25000,30,450000,Street,15000,2025-09-20 14:28:49.383000000
1066,112002,Seg.01,Mass,0 - 25000,28,252000,Independent,9000,2025-09-20 14:28:49.383000000
1067,112002,Seg.01,Mass,0 - 25000,1,9000,Street,9000,2025-09-20 14:28:49.383000000
1068,112002,Seg.02,Mass Asp,25000 - 59000,1,39000,Chain,39000,2025-09-20 14:28:49.383000000
1069,112010,Seg.01,Mass,0 - 25000,4,48000,Independent,12000,2025-09-20 14:28:49.383000000
1070,112024,Seg.02,Mass Asp,25000 - 59000,4,200000,Independent,50000,2025-09-20 14:28:49.383000000
1071,112027,Seg.02,Mass Asp,25000 - 59000,4,160000,Independent,40000,2025-09-20 14:28:49.383000000
1072,112028,Seg.03,Premium,60000 - 99000,2,120000,Chain,60000,2025-09-20 14:28:49.383000000
1073,112028,Seg.02,Mass Asp,25000 - 59000,14,420000,Independent,30000,2025-09-20 14:28:49.383000000
1074,112029,Seg.02,Mass Asp,25000 - 59000,1,40000,Chain,40000,2025-09-20 14:28:49.383000000
1075,112029,Seg.02,Mass Asp,25000 - 59000,7,245000,Independent,35000,2025-09-20 14:28:49.383000000
1076,112030,Seg.01,Mass,0 - 25000,2,40000,Chain,20000,2025-09-20 14:28:49.383000000
1077,112031,Seg.01,Mass,0 - 25000,8,160000,Chain,20000,2025-09-20 14:28:49.383000000
1078,112042,Seg.01,Mass,0 - 25000,5,60000,Chain,12000,2025-09-20 14:28:49.383000000
1079,112042,Seg.01,Mass,0 - 25000,5,65000,Independent,13000,2025-09-20 14:28:49.383000000
1080,112042,Seg.01,Mass,0 - 25000,50,500000,Street,10000,2025-09-20 14:28:49.383000000
1081,112044,Seg.01,Mass,0 - 25000,30,600000,Independent,20000,2025-09-20 14:28:49.383000000
1082,112060,Seg.01,Mass,0 - 25000,5,100000,Independent,20000,2025-09-20 14:28:49.383000000
1083,112060,Seg.01,Mass,0 - 25000,15,225000,Street,15000,2025-09-20 14:28:49.383000000
1084,112073,Seg.01,Mass,0 - 25000,10,180000,Independent,18000,2025-09-20 14:28:49.383000000
1085,112093,Seg.01,Mass,0 - 25000,3,60000,Independent,20000,2025-09-20 14:28:49.383000000
1086,112099,Seg.01,Mass,0 - 25000,4,80000,Independent,20000,2025-09-20 14:28:49.383000000
1087,112129,Seg.02,Mass Asp,25000 - 59000,5,250000,Chain,50000,2025-09-20 14:28:49.383000000
1088,112129,Seg.01,Mass,0 - 25000,10,180000,Independent,18000,2025-09-20 14:28:49.383000000
1089,112130,Seg.01,Mass,0 - 25000,10,200000,Independent,20000,2025-09-20 14:28:49.383000000
1090,112130,Seg.02,Mass Asp,25000 - 59000,5,145000,Chain,29000,2025-09-20 14:28:49.383000000
1091,112135,Seg.02,Mass Asp,25000 - 59000,3,90000,Independent,30000,2025-09-20 14:28:49.383000000
1092,112171,Seg.01,Mass,0 - 25000,30,240000,Independent,8000,2025-09-20 14:28:49.383000000
1093,112172,Seg.02,Mass Asp,25000 - 59000,10,450000,Chain,45000,2025-09-20 14:28:49.383000000
1094,112172,Seg.02,Mass Asp,25000 - 59000,18,540000,Independent,30000,2025-09-20 14:28:49.383000000
1095,112174,Seg.02,Mass Asp,25000 - 59000,4,144000,Chain,36000,2025-09-20 14:28:49.383000000
1096,112175,Seg.02,Mass Asp,25000 - 59000,8,320000,Chain,40000,2025-09-20 14:28:49.383000000
1097,112176,Seg.02,Mass Asp,25000 - 59000,8,312000,Chain,39000,2025-09-20 14:28:49.383000000
1098,112177,Seg.02,Mass Asp,25000 - 59000,8,360000,Chain,45000,2025-09-20 14:28:49.383000000
1099,112177,Seg.01,Mass,0 - 25000,1,15000,Street,15000,2025-09-20 14:28:49.383000000
1100,112178,Seg.01,Mass,0 - 25000,30,450000,Street,15000,2025-09-20 14:28:49.383000000
1101,112179,Seg.02,Mass Asp,25000 - 59000,8,280000,Chain,35000,2025-09-20 14:28:49.383000000
1102,112180,Seg.01,Mass,0 - 25000,2,44000,Street,22000,2025-09-20 14:28:49.383000000
1103,112181,Seg.01,Mass,0 - 25000,16,352000,Street,22000,2025-09-20 14:28:49.383000000
1104,112182,Seg.01,Mass,0 - 25000,8,96000,Street,12000,2025-09-20 14:28:49.383000000
1105,112183,Seg.02,Mass Asp,25000 - 59000,3,108000,Chain,36000,2025-09-20 14:28:49.383000000
1106,112192,Seg.01,Mass,0 - 25000,10,150000,Chain,15000,2025-09-20 14:28:49.383000000
1107,112192,Seg.01,Mass,0 - 25000,50,500000,Street,10000,2025-09-20 14:28:49.383000000
1108,112193,Seg.01,Mass,0 - 25000,30,300000,Independent,10000,2025-09-20 14:28:49.383000000
1109,112193,Seg.01,Mass,0 - 25000,30,300000,Street,10000,2025-09-20 14:28:49.383000000
1110,112193,Seg.01,Mass,0 - 25000,60,1200000,Chain,20000,2025-09-20 14:28:49.383000000
1111,112196,Seg.01,Mass,0 - 25000,4,80000,Independent,20000,2025-09-20 14:28:49.383000000
1112,112201,Seg.01,Mass,0 - 25000,4,80000,Independent,20000,2025-09-20 14:28:49.383000000
1113,112210,Seg.02,Mass Asp,25000 - 59000,3,87000,Chain,29000,2025-09-20 14:28:49.383000000
1114,112210,Seg.01,Mass,0 - 25000,2,40000,Independent,20000,2025-09-20 14:28:49.383000000
1115,112211,Seg.02,Mass Asp,25000 - 59000,8,400000,Chain,50000,2025-09-20 14:28:49.383000000
1116,112222,Seg.02,Mass Asp,25000 - 59000,10,300000,Chain,30000,2025-09-20 14:28:49.383000000
1117,112226,Seg.02,Mass Asp,25000 - 59000,4,220000,Chain,55000,2025-09-20 14:28:49.383000000
1118,112227,Seg.01,Mass,0 - 25000,16,320000,Independent,20000,2025-09-20 14:28:49.383000000
1119,112270,Seg.02,Mass Asp,25000 - 59000,8,240000,Chain,30000,2025-09-20 14:28:49.383000000
1120,112271,Seg.02,Mass Asp,25000 - 59000,30,750000,Chain,25000,2025-09-20 14:28:49.383000000
1121,112291,Seg.01,Mass,0 - 25000,30,600000,Independent,20000,2025-09-20 14:28:49.383000000
1122,112293,Seg.01,Mass,0 - 25000,5,100000,Street,20000,2025-09-20 14:28:49.383000000
1123,112293,Seg.02,Mass Asp,25000 - 59000,10,350000,Chain,35000,2025-09-20 14:28:49.383000000
1124,112294,Seg.02,Mass Asp,25000 - 59000,4,100000,Independent,25000,2025-09-20 14:28:49.383000000
1125,112296,Seg.02,Mass Asp,25000 - 59000,4,200000,Independent,50000,2025-09-20 14:28:49.383000000
1126,112337,Seg.02,Mass Asp,25000 - 59000,4,120000,Independent,30000,2025-09-20 14:28:49.383000000
1127,112338,Seg.02,Mass Asp,25000 - 59000,8,200000,Independent,25000,2025-09-20 14:28:49.383000000
1128,112339,Seg.02,Mass Asp,25000 - 59000,12,360000,Independent,30000,2025-09-20 14:28:49.383000000
1129,112340,Seg.02,Mass Asp,25000 - 59000,30,750000,Independent,25000,2025-09-20 14:28:49.383000000
1130,112341,Seg.02,Mass Asp,25000 - 59000,6,180000,Chain,30000,2025-09-20 14:28:49.383000000
1131,112342,Seg.01,Mass,0 - 25000,4,60000,Street,15000,2025-09-20 14:28:49.383000000
1132,112343,Seg.02,Mass Asp,25000 - 59000,2,100000,Chain,50000,2025-09-20 14:28:49.383000000
1133,112344,Seg.01,Mass,0 - 25000,3,60000,Independent,20000,2025-09-20 14:28:49.383000000
1134,112345,Seg.02,Mass Asp,25000 - 59000,12,600000,Independent,50000,2025-09-20 14:28:49.383000000
1135,112346,Seg.01,Mass,0 - 25000,4,80000,Independent,20000,2025-09-20 14:28:49.383000000
1136,112347,Seg.01,Mass,0 - 25000,4,80000,Independent,20000,2025-09-20 14:28:49.383000000
1137,112348,Seg.02,Mass Asp,25000 - 59000,3,75000,Independent,25000,2025-09-20 14:28:49.383000000
1138,112348,Seg.02,Mass Asp,25000 - 59000,1,25000,Street,25000,2025-09-20 14:28:49.383000000
1139,112436,Seg.02,Mass Asp,25000 - 59000,4,100000,Independent,25000,2025-09-20 14:28:49.383000000
1140,112438,Seg.02,Mass Asp,25000 - 59000,30,900000,Independent,30000,2025-09-20 14:28:49.383000000
1141,112441,Seg.02,Mass Asp,25000 - 59000,4,200000,Independent,50000,2025-09-20 14:28:49.383000000
1142,112465,Seg.01,Mass,0 - 25000,1,20000,Independent,20000,2025-09-20 14:28:49.383000000
1143,112466,Seg.01,Mass,0 - 25000,6,120000,Independent,20000,2025-09-20 14:28:49.383000000
1144,112466,Seg.01,Mass,0 - 25000,2,20000,Street,10000,2025-09-20 14:28:49.383000000
1145,112467,Seg.02,Mass Asp,25000 - 59000,1,40000,Chain,40000,2025-09-20 14:28:49.383000000
1146,112467,Seg.01,Mass,0 - 25000,7,140000,Independent,20000,2025-09-20 14:28:49.383000000
1147,112468,Seg.02,Mass Asp,25000 - 59000,15,600000,Independent,40000,2025-09-20 14:28:49.383000000
1148,112468,Seg.03,Premium,60000 - 99000,15,1350000,Chain,90000,2025-09-20 14:28:49.383000000
1149,112511,Seg.02,Mass Asp,25000 - 59000,10,400000,Independent,40000,2025-09-20 14:28:49.383000000
1150,112512,Seg.02,Mass Asp,25000 - 59000,1,35000,Chain,35000,2025-09-20 14:28:49.383000000
1151,112512,Seg.01,Mass,0 - 25000,1,15000,Street,15000,2025-09-20 14:28:49.383000000
1152,112513,Seg.01,Mass,0 - 25000,2,40000,Independent,20000,2025-09-20 14:28:49.383000000
1153,112514,Seg.02,Mass Asp,25000 - 59000,2,50000,Independent,25000,2025-09-20 14:28:49.383000000
1154,112516,Seg.02,Mass Asp,25000 - 59000,8,240000,Independent,30000,2025-09-20 14:28:49.383000000
1155,112517,Seg.01,Mass,0 - 25000,30,600000,Independent,20000,2025-09-20 14:28:49.383000000
1156,112518,Seg.01,Mass,0 - 25000,8,160000,Independent,20000,2025-09-20 14:28:49.383000000
